content,data
비가 오네...점심은 지난번 구워 먹다 남긴 삼겹살 몇조각과 구운김치로 햇반 반 넣고 볶볶볶~ 남겼던 떡볶이도 먹어야했기에 반공기.. 결국 떡볶이 일부는 음쓰로..ㅜㅜ밀크티 만들어 베란다에 나왔다.춥지도 않고 앉아서 밖을 보고 있으니 딱 좋다.리쌍의 노래도 좋고...왜 헤어진거야 둘은.. 쯧#비가많이오네 #눈이와야지 #차도수리들어갔는데 #이번주뚜벅이 #우울해 #설탕이가라앉았나봐 #밀크티가안달아 #리쌍은왜해체한겨,2021-11-30
🌃,2021-11-30
세종 베어트리파크엔 애완동물도 있다~누군가 곰 배에다 간식을 던졌는데 아~이게진짜 웃겼다는..ㅋㅋ 팔이 짧지요 입은 배에잘 안 닿지요..그래도 어째저째 먹는데 성공!😅여기엔 곰 조각상들이 많더라~베어트리파크니당연한거겠지만..그중 피지컬 재미난거 발견~재미난 조각상이다~^^음..그리고 여기엔 애완동물들도 몇종류들 있었는데 그중 세가지만 사진 담았다근데 웰시코기가 넘 우울해 보였다..ㅡㅡ고양이나 피그~들은 모르겠으나 개는 저 우리에 갇혀 있는게 많이 불편해 보인다뭐 다른 동물들도 다 마찬가지겠지만..이 이후 곰들의향연이 더 있는데 그곳을 보면서더더욱 그런생각이 들더라~~답답하겠구나..라는~😑인간인 우리들보다 못한 존재들이 아님에도저렇게 삶을 살아 간다는게 한편으로 내가 다미안해 지더라~~😌그래서 고맙다고 했다곰들에게..너희들로 하여금 나란 존재는 또 웃을수 있었노라고~😁#베어트리파크 #애완동물 #있다 #웰시코기 #우울해 #보임 #동물들이 #갇혀 #있는게 #다른 #한편으론 #미안했다 #그리고 #고맙다 #나를 #웃게해줘서 #😁 #세종,2021-11-30
...............#❤새벽에 복도벽에 있는화재경보기 오작동이 두번 있었음..ㆍㆍ관리사무소 직원분께서새벽 두시에 두번이나 올라오심..ㆍㆍ옆집은 아니고...우리집이었네...ㆍㆍ큰아들방 화재감지기가 꺼지질 않아서계속 관리사무소에 화재경고가 들어가고미친듯이 벨은 울리고...ㆍㆍ좀전에 오셔서 새걸로 교체해주고 가셨다~ㆍㆍ혹시나 또 울릴까봐 잠을 설쳤네...ㆍㆍ이웃분들께서도 얼마나 놀라셨을까..죄송합니다...ㅜㅜㆍㆍㆍㆍㆍ근데 새벽엔..겁이나서 나가보질 못하겠더라..진짜 불인지 이상한 사람이 장난질하는건지..ㆍㆍ문열었다가 해코지라도 당하는거 아닐까..ㆍㆍ피곤한 남표니 깨우려다별 일 아니믄 자는거 깨워서 미안해질거같고(관리사무소분 집에 들어오셔서 확인하시느라 깨긴깼다...ㅜㅜ)ㆍㆍ나 쫄보였네..이래가지고 사고나믄 우리 삼남매 잘 지킬수 있으려나...ㅠㅠㆍㆍㆍㆍ#화요일 #아침#화재감지기 #오작동 #화재경보기 #미친듯이 울려주심#새벽 에 #이웃 님들께 너무 #죄송합니다 ㅜㅜ별 일 아니어서 #천만다행 !!#일상 #소통 #데일리 #셀스타그램 #운동하는여자 #육아스타그램 #맘스타그램 #애스타그램 #딸스타그램 #엄마 가 못나서 #미안해 .. 괜히 #속상해 #우울해 졌음.....,2021-11-30
세상에서 사람 대하는 게 제일 어렵죠.그만큼 자기 자신도 어려운 존재에요.⠀스스로를 이해하기 시작한다면다른 사람들도 이해할 수 있을 거예요.⠀그리고 자신의 인간관계가 힘들어지는이유도 알 수 있을 거예요.,2021-11-28
뒹굴뒹굴🌱...#집 #뒹굴뒹굴 #쉬는날 #사실 #놀러가고싶다 #피곤해 #우울해 #03년생 #03 #19 #고3 #셀피 #셀스타그램 #얼스타그램 #일상 #전시회 #카페 #가고싶다 #맞팔 #선팔 #dm,2021-11-30
-얘들아 오늘 산책 못간데…..#우울해,2021-11-30
😕😟😞,2021-11-29
"의사선생님이 우울증에 걸린 환자들은 정신연령이 자신의 나이보다 2-3살 어리다고 했다. 생각이 어려 판단력이 흐리고, 생각이 어려서 조언들을 반대로 듣게 된다고 했다. 틀렸다. 의사 선생님이 틀렸다. 우울증에 걸린 환자들은 어려서 때를 쓰는게 아니라 나의 말 한마디가 투정이 될까봐 고민하고 또 고민해서 말한다. 조언들을 반대로 듣는게 아니라 우울증이 걸린 사람들의 마음을 헤아리지 않고 조언이라 말하는 사람들의 말들이 마음에 와닿지 않기 때문에 안듣는것이고. 판단력이 흐려서 자해를 하는것이 아니라 이만큼 힘들다고 힘들어서 자해밖에 없어서 내 몸이 상하는걸 알면서도 자해를 하는거다.우울증에 걸린 나는 약 6개월동안 그리고 현재도 나에 대해서 성찰하고 계속 되돌아보며 여전히 삶에 대해 깊게 생각한다. 그리하여 난 우울증이 걸리기 전의 나보다 더 성장하였고 상대방을 더 헤아리게 되었으며 삶에 대한 뒤죽박죽이었던 내 생각들을 확고하게 알게 되었고 정리할 수 있게 되었다.그러니 우리에게 어리다, 판단력이 흐리다, 때를 쓴다. 라는 어린아이 취급은 하지 않았으면 좋겠다. 우리는 생각을 끊임없이 하고, 마음과 몸이 상해가면서 삶에 대해 그리고 자신과 타인에 대해 다른 사람들보다 더 많이 생각하고 있는 중이니깐.엄마랑 정말 힘들었을 때 얘기를 했다. 난 이제 추억처럼 얘기해도 괜찮을 줄 알았는데 다 말하고 나니깐 조금 힘드네. 옛날 생각이 나서 그런가..",2021-11-29
쪼롱이 미용했는데 우울해요....😭,2021-11-29
셀카 놀이이 시간까지 문서처리하기 있기없기?좌 어플 / 우 오리지날어플만세🙆‍♀️...#없기 #없다구 #없어야지 #우울해 #퇴근없는삶 #스노우 #셀기꾼,2021-11-29
난 행복해야지.. 왜 과민반응을 하죠? 얼탱;; #행복 #행복해야해 #긍정 #긍정적인생각 #생각 #왜 #우울해 #우울 #이유 #몰라 #이유를몰라 #상처 #짜증나 #기분나빠 #그러니 #밝게살아야지,2021-11-29
#우울해..😭 #바람쐬러나갔다옴 #gloomy #monday,2021-11-29
#11년만에 #단발병 #단발펌 #단발c컬펌 #망했다 #우울해 #술먹자 #나어떡해 #셀스타스램 #휴,2021-11-29
<단짝인듯 짐짝같은 길동이네>⠀어? 난데? 하시는 분들⠀어? 난데? 할 때가 아닙니다⠀.⠀.⠀.⠀#허리디스크 #할매허리,2021-11-29
.삶은 아이러니하게도나를 끊임없이 죽음으로 내 몬다.삶은 더 이상 내게 꿈이나 희망따위를말해주지 않는다.이제 남은 건 지겹고 괴롭고 불편함만 가득한 정신병 뿐. 나는 내 삶을 이겨낼 자신이 없다.,2021-11-29
붓기가 많이 빠졌지만 앞이 잘 보이지가 않아... 오른쪽이 너무 슬프다 #오른쪽눈#짜증#뿌연느낌#핵짜증#우울해#우울,2021-11-29
