content,data
"12월6일 월요일#휴가마지막#슬프다#내일부터빡센일정 #전업주부모드 오늘은 전업 주부 모드1. 5시45분기상 씻기2. 신랑 깨우기3. 신랑윤하 아침준비4. 윤하깨우기5. 윤하머리말려주기6. 윤하 학교까지 태워다 주기7. 윤하방, 안방정리8. 아침 1차 설거지 9. 내 아침 만들어 먹기, 커피 마시기10. 아침 2차 설거지11. 삶은 빨래12. 청소기 돌리기 13. 재활용 분리수거 배출14. 점심 준비15.  한의원 다녀오기16. 슈퍼 마켓 단감 구입17. 윤하 간식 준비 토마토 주스, 과일18. 저녁식사 준비19. 저녁 설거지20. 내일 아침준비21. 내일 윤하 간식 토마토주스 강판에갈고   과일 통에 준비22. 설거지23. 중랑천 걷기 운동24. 행주삶기25. 샤워하기와~~집에 있어도 바쁘다...#직장맘 #워킹맘#장기휴가 #전업주부힘들어#삼시세끼 #집안일#출근준비 #맛스타그램 #먹스타그램 #쿡스타그램#일상그램 #하루일과",2021-12-06
그렇게 잘웃던 내 반려견 럭키가 웃음을 잃어버렸어요😭아시는분 있을까요?미용도 그래서 제가 해줬는데..그렇게 잘웃던 반려견 럭키가 안웃으니..삶이 😥😰답좀해주세요😪...#반려견#안웃어#고민많아#잘웃던#강아지#반려견#고민많아#왜#안웃지#넌#웃는게#이쁜데#빠삐용#럭키#모델견#웃음을 #잃어#슬프다,2021-12-06
🥺,2021-12-06
안쓰러운 울애기😭ㆍ금욜에 처음 부어올라 응급실갔더니 탈장이라고 ..ㅠ 넣고 왔더니 다음날 또 탈장ㅠ 또 다시 응급실갔는데 바로 못넣어 주사로 재워서 힘들게 넣고 왔는데ㅠ 또 나오다니..ㅠㅠ속상속상ㅠ 맴찢..ㅠ하루빨리 수술하자..ㅠ,2021-12-06
#토요일 아침#눈뜨자마자#딸과함께#무작정 데이트#여보 쉬어~~#문호리 리버마켓#행복하다#우리 딸 언제 이리 것누...ㅠㅠ#슬프다...,2021-12-06
#가을 #데일리코디 #좋은기억 #친구랑 #보고싶다 #유학생 #서울대공원 #거의 #간다 #슬프다 明年就看不到这里的秋🍁了😭,2021-12-06
벙개하키맘s#넘오랜만에지하철여행 #정신이안드로메다로 #황소곱창 #소맥 #술스타그램 #술 #하시 #하키맘모임 #벙개 #성남스타즈 #이멤버리멤버 #코로나땜에놀러갈계획은다무산 #슬프다 #주말,2021-12-06
불멍 때리기 있늬?#영혼좀넣어주겠니,2021-12-06
팔꿈치 부상당해서 일찍 나옴ㅠ.깜장별은 해보지도 못하고...고기나 먹으러 가야지🥲,2021-12-06
또 샀다.... 근데 왜 난 빠킥 2갠데.... ㅠㅜ#슬프다#bape #bapebeer #gs25 #bapexgs25 #내사랑베이프#밉다빠킥 #오바민수,2021-12-06
"친구가 생일선물로 보내준 내가 젤좋아하는 블루....아끼고 아끼다가 힘든일을 하고 온 오늘 딱 한잔만헐 내 스트레이트잔 어디갔음???? 이사할때 버렸나어쩔수 없지 소주잔에 한잔 크,...... 맛나다얼마만이냐 맛나구나 고맙다 칭구야 잘마시마오예~ 백만년만의 나의술 #친구#머피#생선#고맙다#나만#한잔#잔어디갔음##소주잔#슬프다#오늘은#20대#정신없이놀던#그때#가고싶다#잠깐만",2021-12-06
..허리시술 1차 2차 끝내고도수치료 받는중에운동을 제대로 못갔더니살이 3키로가 늘었다인생몸무게 찍어부럿😂운동 못해서 쪘다 생각했는데지금생각해보니넘나리 먹어대서  찐거네ㅜㅜ#슬프다#주둥이가문제#식탐#어쩔,2021-12-06
#지난사진올리기#페스츄리 몇년만에 다시 먹어보는거냐ㅠㅠ#슬프다 #먹고싶을때못먹는심정#친구네가게 #공주마마#맛집추천 배우고싶다ㅠㅠ  내가해먹고싶다ㅠㅠ,2021-12-06
The Life has taught me one important belongings --allow the people on distance of the extended hand only. So their more simply delete... #фото #селфи #чернобелое #инста #грусть #instagram #me #selfie #followｍe #sadness #팔로우 #소통 #일상 #피곤해 #심심해 #다 #슬프다,2021-12-06
🌟#07 #07년생 #솔로녀 #중딩 #연애하고싶다 #dm환영 #연애 #솔크예약 #솔크 #슬프다 #dm #157cm #맞팔선팔환영 #맞팔해요 #좋반환영 #좋반 #좋테 #좋아요테러 #좋튀 #좋아요반사 #부평카페 #부평 #부평문화의거리 #카페 #녹차라떼 #중딩 #중2 #중딩패션 #데이트룩 #데일리룩 #데일리룩코디,2021-12-05
#사랑해💕 가게 준비하느라 정신없고 너무 바쁘고...얼집 하원 좀 늦게 갔더니 삐진딸램...선생님한테 안겨서 엄마한테 오지도 않고선생님 보며 웃어주면서 엄마보고는 무표정집에 오자마자 아빠 찾으며 대성통곡..안아서 달래줘도 밀어내는 딸램...아직 아기라 아무것도 모르는 줄 알았는데다 아는구나.... ㅠㅠ미안해... 엄마가 꼭 다른친구들 집에가기 전에데릴러 갈께~~어린이집 너무 좋아하는 너였기에 오래 있어도 괜찮다 생각했는데... 아니구나..  #정답이 없는 #육아 #잘하고있는건지 #엄마딸 #쥐띠딸 #11개월아기 #육아소통 #딸스타그램 #맘스타그램 #어렵다 #너무바쁨 #너무피곤함 #일상 #화이팅 #워킹맘 #슬프다,2021-12-06
퇴근...집에오니 아이들은 테블릿만 😭😭😭#퇴근 #아빠왔다 #아무도안아주질않아 #외롭다 #슬프다,2021-12-06
#nottoday 너무 신나서 수다하던시간😘#운동 과 #건강식단 은  평생하는거지요😍#다이어트 는 우리나라여성들 2070모두 공통화제이죠😆거기에 나이들수록 #건강한습관 이 더 필요하다 말하는 사람들😄연말까지 #샐러드 약속으로 만나요😍  운동같이하는 사람들이 좋은건 #건강관리 위해 모였으니 모두 #식단관리 중이라 서로 먹어라마라 소리 안하는게 좋지요  @lululala_es #필라테스선생님 추천으로  #과라나커피  지인들에게  선물주니 엄청 좋아함😍또 사야겠네요😆  운동후 #커피타임 이 제일 좋다는 언니들 애들키우느라 #에너지 필요한데 좋다네요🥰🤪 갈수록 모든 화제가 #건강 이 되었네요 #코시국 종식이 되어도 우리는 #면역력강화 해서 다른 #바이러스예방 를 해야하는 21세기에 살고 있어요 #슬프다 그래도 #이겨냅시다 #코로나19#운동하는여자 #운동스타그램 #내돈내산 #건강한친구들 #바른생활루틴이#먹스타그램,2021-12-06
"백신패스때문에 식당도 못가다가 마트는 예외라길래 왔는데,, 마트식당은 예외였네,,ㅠㅠ 배엄청고픈데,, 샤브샤브나 그런거 먹구싶었는데,,안된다해서 김밥을 사다가 차에서 먹구 장을 바야하나,,별생각 다하다가 각자 따로 앉아서 밥먹기로 결정!!ㅋ좀 웃픈 상황이지만 배고프니 그냥 먹기로~콩닥이가 왜아빠랑 따로먹냐면서,, ㅠ 코로나때매 그런다구 설명해주고~밥먹구 나왔는데두 왠지 기분이 더럽 ,,먼가 반항심이 생길꺼같음,,!!임신해서 먼가 막 맛있는거 못먹으러 다닌다 생각하니 ,,,,억울해!!!!!!!!😭😭😭.....#내남편이라고#혼밥#억울해#백신패스반대#백신패스짜증나#임산부백신패스",2021-12-06
#마지막출근 :) 삼실에서 찍은 마지막 사진 📷내일부터 출산휴가!!정도 많이들었는데 보고싶을듯ㅠㅠ하지만 쉬는건 🐕 좋아ㅋㅋ잘버틴 반짝이도 칭찬해!!,2021-12-06
#더뉴k7#k7#abs#abs경고등#오토홀드#고장#수명다함#아프지마라#슬프다,2021-12-06
#슬프다..추워보인다며 기모바지 사입으라고 상품권주신 어머님 …엄마!!#감동아~ 너무 좋다그냥 너무 편하다 너무어머님 울엄마!!눈물이 핑~~~~💧...#엄마#어머님#내엄마#여사님#그냥#고마움#감사함#또만나요#느껴진다#이쁨이#조으다#전혀다른#만남#ㅠㅠ#감동#너무너무#슬프다#슬프다그램#눈물이주룩주룩#너는별이야,2021-12-06
